CLUE,ANS,POS,FOUND IN
Landed property ,estate,1,Real estate
Dull sound of a bell,clang,10,Sparse clangor
Shore ,coast,3,Coastal
Nudists ,naturists,12,Naturists (British variant of 'nudists')
Illuminate ,light,1,Light up
Upper chamber of Parliament ,house of lords,2,House of Lords (UK specific)
Nethermost ,lowest,3,Lowest point
International formula car race ,grand prix,2,A1 Grand Prix
Owing to ,because,1,Because of
Public sale - type of bridge,auction,2,Auction (as public sales often involve auctions) - There is no direct connection with bridges here
