CLUE,ANS,POS
Absorptive process ,osmosis,3
Culinary herb ,thyme,3
One bringing charges ,accuser,3
Underside,bottom,2
"Feigns, dissembles ",pretends,5
Mongrel - cross,hybrid,1
One that eats everything ,omnivore,1
Guard ,sentry,17
European river ,danube,1
Articulate ,eloquent,1
Shaving foam ,lather,1
Unchanging in pitch ,monotone,8
Jump suddenly ,leap,1
(Of voice) rough and harsh ,hoarse,6
Bizarre -- occasional ,odd,16
Iran's capital ,tehran,1
"Of better quality, like American lake ",superior,1
Temporarily inactive ,dormant,1
Blacksmith's block,anvil,1
Take out ,extract,1
