CLUE,ANS,POS
Edible bulb ,onion,1
Baldness,alopecia,1
Eastern ,oriental,2
Die away ,dwindle,3
"Natural, inborn ",innate,5
Glass or plastic vessel ,bottle,1
Plant from a corm,crocus,2
NW US state ,montana,3
Run water through,rinse,20
Speak contemptuously or drink informally ,scoff,17
Use a razor ,shave,1
German playwright ,brecht,1
Grime; rock music style ,grunge,3
Songbird ,lark,8
Small pointed projectile ,dart,2
Delicate ,frail,1
Broken pieces ,fragments,2
Numerous small songbirds ,finches,2
Slight advantage,edge,1
Somewhat rough (sea),choppy,2
Respectful and considerate ,polite,3
"Praised, lauded ",extolled,4
