CLUE,ANS,POS
Composer or performer ,musician,4
Large gun ,cannon,2
"Behemoths, titans ",giants,2
Freshwater sea of Israel ,galilee,2
"Small beetle, crop pest ",weevil,27
Feeling of boredom ,ennui,2
Cutting tools,knives,2
Computer network ,internet,3
Peak ,acme,5
Cars (anag) ,arcs,4
Tin alloy used to make plates and mugs,pewter,2
The Ram ,aries,3
Striped equine ,zebra,2
"Stately old dance, takes only a minute ",minuet,2
Rather inferior,mediocre,2
To a small degree ,slightly,2
Arrogant people are often described as high and . . . . . . ,mighty,2
