CLUE,ANS,POS,FOUND IN
One first exploded in 1952 ,h-bomb,7,Uranium implosion detonation (earlier method before the first H-bomb)
Fabric made from silky hair of angora goat ,mohair,2,"Mohair: A silk-like fabric or yarn made from the hair of the Angora Goat, noted for its high luster and sheen."
Respond too strongly ,overreact,2,Overreacted 
Small wolf ,coyote,6,"Coyote (although larger than what ""small"" usually implies)"
Male underwear,y-fronts,10,Y-fronts (UK slang for boxer shorts)
Cricket team ,eleven,1,Eleven (as there are eleven players on the field)
Dark blue university?,oxford,2,Oxford (known for navy blue)
Ditty,song,1,Short verse or song
Chirp ,peep,4,Peep (Verb; a variant on chirping)
"Bob -, Blowin' in the Wind singer ",dylan,2,Bob Dylan
Plot ,intrigue,16,Intrigue (a secret plan or conspiracy often found in literature)
Not having ,without,8,"Naked (if referring to being without clothing, otherwise inappropriate here)"
Characteristic of rural life ,rustic,8,Rustic charm
