CLUE,ANS,POS,FOUND IN
Talon ,claw,1,Avian claw
Degree document ,diploma,3,Diploma or degree certificate
A thieving bird ,magpie,5,Nimble magpie
Grown-up tadpole ,frog,6,Immature froglet
Young horse ,colt,2,Colt (for a male young horse)
Showy flower ,orchid,6,Opulent orchid
Leading performer,star,5,Actor starring in a blockbuster movie
Large soft bread roll ,bap,1,Fat bap
Genuflect,kneel,14,Kneeling reverently (in religious settings)
Cut (meat) ,carve,1,Carve up
Colour for aristocracy or emperors ,purple,1,Purple (historically associated with royalty due to the rarity and cost of Tyrian purple dye)
Group of states ruled by one ,empire,8,Imperial rule (in reference to empires ruled by one center)
Outshine ,excel,17,Distinctive excellence
Flock,herd,2,Sheep herd
Fine earthenware ,porcelain,16,Dry-fired ceramics (unlike porcelain)
Put into hock ,pawn,3,Pawned
Cordial,warm,1,Warm-hearted
Finds the sum ,adds,10,Cumulative total: An ongoing running tally that adds up values as they are added sequentially; the result is the sum of all accumulated figures.
