CLUE,ANS,POS,FOUND IN
Wheedle - coax,cajole,3,Cajole subtly
Fail; girl ,miss,2,Missed opportunity
Obligation ,duty,1,Duty-bound
"Comfort, rest ",ease,9,Secure (in terms of feeling safe and at ease)
Delight; magical object ,charm,11,Whimsical charm
Books of maps ,atlases,16,Atlases (plural)
Standard score for golfers ,par,3,Par score
Moose ,elk,3,Elk relative
Radio interference ,static,1,Background static
Genuine ,sincere,2,Sincerely genuine
Abusive harangue ,diatribe,6,Incendiary diatribe
Skating venue ,rink,1,Ice rink
Happen again ,recur,2,Recurring event
Means of help in project ,resource,10,Resources
(Of show) performed by a single person ,one-man,3,One-man show
Impelled ,driven,6,Driven forcefully
Promise or pawn ,pledge,3,Pledged
Adhesive ,glue,2,Gluey
Exhales sadly ,sighs,1,Sighs sorrowfully
Church's policy ,doctrine,5,Benevolence doctrine
Froth ,suds,20,"Bubble bath foam (similar to soap suds, but not edible)"
Exhausted,tired,4,Tired out
White coating caused by damp ,mildew,11,Mildew presence (if related to a moldy environment)
Disease of pigs ,swine fever,3,African swine fever
Period learning a trade ,apprenticeship,15,Career apprenticeship
Bird used in falconry ,goshawk,14,"Goshawk (used for hunting small game, though not traditional to falconry)"
Furrow ,groove,2,Grooved furrows in soil
Regular traveller to work ,commuter,1,Daily commuter
Reuse (old ideas) with little improvement ,rehash,9,Rehashed
