CLUE,ANS,POS,FOUND IN
Tree with silky grey catkins,pussy willow,9,Pussy willow (Salix caprea)
"Peril, risk ",danger,1,Dangerous
Graven image or greatly admired person ,idol,1,"Idolized Figure - This term denotes a person who has been idolized, which aligns with both meanings of being carved (graven) and having great respect or admiration from others."
Sovereign ,ruler,17,Omnipotent ruler
Exclusion from the church ,excommunication,6,Excommunication (exact fit)
Line of rotation ,axis,18,Rotate on an axis
One looks after church and churchyard ,sexton,3,Sexton (Church caretaker)
Work out ,solve,3,"Solve or work through a problem - calculate, deduce, resolve, elucidate, decipher, clarify, unravel, figure out, sort out, iron out, piece together, tackle, crack, demystify, dissect, ponder, contemplate, reflect upon"
Flower; part of the eye ,iris,10,Iris (refers both to a colorful structure in some flowers and the colored part of an eye)
"John -, Endymion poet ",keats,2,"Keats – John Keats's work conveys a deep sense of beauty and is reflective in nature, sometimes invoking themes related to darkness or the night."
Bury ,inter,2,Interment - The act of burying a body in the ground or placing it into a grave.
"Attentive, watchful ",alert,4,Alert: Quickly aware of and responsive to one's surroundamo; synonymous with being watchful.
Code of correct conduct ,protocol,5,Protocols
"Pink, increased ",rose,1,Roseate
