CLUE,ANS,POS
Former currency of Portugal,escudo,1
Miniature tree ,bonsai,1
"Way, course ",route,3
Japanese island ,okinawa,6
"Dirty, grimy ",grubby,5
Chic ,stylish,7
Elastic item,rubber band,6
US witch-trial town ,salem,1
Female singing voice ,alto,11
Plant with small blue flowers ,forget-me-not,1
Elongated fish ,eel,1
African country -- I am a bin (anag) ,namibia,17
Lazy ,idle,2
Cruel dictator ,despot,2
Greek master of geometry ,euclid,1
Duct that carries urine ,ureter,3
Old name for Spanish peninsula ,iberia,1
Entrust with secret ,confide,1
Viral disease causing paralysis ,polio,1
Brazilian dance ,samba,1
Sudden sharp decrease in quantity ,dip,8
