CLUE,ANS,POS,FOUND IN
German submarine ,u-boat,18,"U-boat ace (referring to a skilled submarine commander during WWII, indirectly related)"
A friendly informal conversation ,chat,1,"Conversations are like mini-adventures, don't you think? Let's get chatting!"
Prophesier of disaster ,cassandra,18,Cassandra figure (named after the mythological character who was ignored despite her warnings)
Comparatively good ,better,2,Better than average
Limited ,finite,6,Definite (as in limited to)
Ignites or illuminates ,lights,5,Lights up
Ethylene glycol ,antifreeze,2,Antifreeze (common application for ethylene glycol)
Zodiacal bull ,taurus,1,"Bull's Eye: Metaphorically suggesting something that's right at the center or target – perhaps an astrological concept relating to hitting one’s mark under the zodiac sign of Taurus, symbolized by a bull."
Irish girl ,colleen,2,"Colleen (An anglicized version of Cailin, which means 'brightness')"
Scientist; type of shop ,chemist,3,Apothecary (historical term for a druggist or chemist; both professions require scientific knowledge)
Danger ,hazard,1,Hazardous
