CLUE,ANS,POS
A search for a person ,manhunt,2
Ben Hur's car ,chariot,1
Pay no attention to ,ignore,2
Unsurprising,predictable,1
Greater in size ,larger,1
Unit of length ,inch,1
Dentures ,false teeth,1
Reasonable ,logical,6
Of the same value ,equal,1
Book of the Bible (wrongly) attributed to Solomon ,song of songs,3
A tough and testing time ,ordeal,1
Italian city,florence,2
Worshipped and venerated ,adored,2
Member of orchestra,cellist,2
House of concubines ,harem,1
Grown-ups ,adults,1
Bad luck,misadventure,14
Dorset seaside resort ,swanage,3
Gobbledygook,gibberish,9
To do with sense of touch ,tactile,1
