CLUE,ANS,POS,FOUND IN
Explicit or in detail ,specific,2,"On tap: This phrase refers to the availability of resources, specifically water that is readily accessible from a faucet or other sources without difficulty"
Cardinal number ,seventeen,17,Seventeenth
Entrance ,gate,1,Gateway
Smells ,scents,16,Woody (in reference to specific types of tree or wood scents)
Huge legendary beings ,giants,3,Monstrous Giants
PhD or D.Phil ,doctorate,1,Doctorate holder
Tough and elastic ,rubbery,3,Rubbery yet strong
Peculiar ,odd,1,Odd or unusual
Private teacher ,tutor,1,Home tutor
Run away secretly to marry,elope,4,Secret elopement participant
Verity ,truth,1,Truthful
Irish ferry port ,rosslare,2,Rosslare Europort
Grotto ,cave,1,Cave dwelling
Brief moment ,second,10,Duration of seconds
Tiny crustaceans ,krill,15,"Miniature krill (in reference to small species within this group, though most are larger)"
