CLUE,ANS,POS
Plunge into liquid ,immerse,2
Canons and creeds ,tenets,3
Subject to scrutiny ,examine,14
Chose by poll ,elected,1
Dog? ,barker,10
Brazilian dance ,lambada,5
Gut pain,bellyache,15
Back of neck ,nape,1
Never wearying ,tireless,3
Morality ,ethics,1
Choose ,pick,2
Divine messenger ,angel,1
Whole and complete ,entire,1
"Stress, accentuation ",emphasis,1
Without beginning or end ,eternal,5
Hole in a needle ,eye,1
Series of actions to achieve a goal ,campaign,6
Great fear ,terror,4
In foreign parts ,abroad,1
Tourist attraction of Moscow,red square,2
A size of book page ,octavo,1
Reptile with a bony shell ,turtle,1
Cattleman,rancher,1
Small skin spot ,freckle,5
