CLUE,ANS,POS,FOUND IN
HGV ,lorry,8,Lorry (British term)
Kidnap ,abduct,1,Abducted
Second Greek letter ,beta,2,"Beta (Β, β)"
Prove to be incorrect,refute,13,Refuted hypothesis
Tongue organ ,taste bud,7,Taste buds (on the tongue)
Stay on as if reluctant to leave ,linger,3,Lingering
Foremost ,prime,19,Prime directive
Sudden extreme anxiety ,panic,1,Panic attack
Fragment or morsel ,scrap,11,Scrap (food)
Survey of how people have just voted ,exit poll,4,Exit Poll Analysis
Worm - food,grub,14,"Grub worms (the larvae of certain beetles, considered edible in some regions)"
