CLUE,ANS,POS
Baby frog ,tadpole,1
Large predatory feline ,lion,1
Abhorrence ,loathing,2
Young cat ,kitten,1
Member of the military ,soldier,1
City in Portugal ,porto,2
Microscopic organisms ,bacteria,1
"Nervous, unsettled ",uneasy,7
Largest South American country ,brazil,1
Italian restaurant ,trattoria,1
Strong desire to travel,wanderlust,1
Squeeze and twist,wring,9
Hive ,swarm,4
Foot part ,heel,2
A crystal of snow ,flake,2
"Venetian composer, d. 1741 ",vivaldi,2
"Skilled, proficient ",adept,3
So small as to be barely discernible,infinitesimal,4
Fine soft paper ,tissue,14
Tangible substance ,material,2
They're added to ends of words ,suffixes,2
This guitar is not electric ,acoustic,1
Small amounts of money set aside for insignificant payments ,petty cash,10
Large venomous hooded snake ,king cobra,5
Device for varying the intensity of a light,dimmer switch,1
Not natural ,synthetic,2
Precious ,valuable,1
Ingredient in brass ,zinc,1
Shoddy - slightly sticky ,tacky,5
