CLUE,ANS,POS
Develop over time ,evolve,1
Persuade ,convince,1
False,spurious,9
Unlawful killing ,murder,1
"Reasonable, logical ",rational,1
Unfavourable or harmful ,adverse,1
Element used as semiconductor,silicon,1
City by the Great Pyramid ,giza,3
Ballet skirt ,tutu,1
Stronghold ,fortress,1
Last ,final,1
Wander about,roam,2
Association football ,soccer,1
For nothing ,free,3
Port in Brittany ,brest,2
Love affair ,romance,1
Funeral lament ,dirge,1
"Laugh at, make fun of",deride,6
Viscous bituminous substance,tar,1
Lewd ,salacious,10
Motionless ,static,4
Child of first eight weeks in womb ,embryo,1
Humble ,lowly,2
Aristocratic ,noble,1
Slow tempo ,adagio,1
A wide-mouthed water jug ,ewer,14
Lifted ,raised,3
"Nurse, nun or relation ",sister,1
Army unit ,regiment,4
"Bottles with stoppers, for serving wine or water ",decanters,2
Shape produced by curve that crosses itself ,loop,1
Booted out of office ,ousted,3
Cock ,rooster,1
Human beings ,people,43
Everlasting ,eternal,6
Hold sacred ,enshrine,16
Distance north or south of the equator ,latitude,1
Megalithic monument ,cromlech,4
"Piece of crockery, maybe flying ",saucer,2
Primary blue colour in printing ,cyan,1
Thought ,idea,2
Sullen in a peevish way,petulant,4
Reek ,stink,1
