CLUE,ANS,POS
Large wall painting,mural,1
Lend an ear ,listen,1
Made smaller ,reduced,1
Male singing voice ,baritone,2
Greek island ,rhodes,4
Annulled ,repealed,9
"Muse, mull over ",consider,6
Pigment made from clay and iron oxide ,ochre,1
Light brown sugar ,demerara,2
Presiding person ,chairman,1
"Incidents, occasions ",events,1
Vanquished ,beaten,8
Scottish landowner ,laird,1
Curved under-parts of the feet ,arches,1
"Brain operation, once used to treat mental illness",lobotomy,1
"Medium, average, fair ",middling,2
Broadcast again ,rerun,2
Stopper - Irish port,cork,5
