CLUE,ANS,POS
Use up,exhaust,3
Sieve ,strainer,1
Devout follower,disciple,8
Situation from which no progress can be made ,deadlock,2
Make more comprehensible,clarify,2
Alehouse,tavern,2
"Small, wild US horse",mustang,1
Cordial American parting words ,have a nice day,7
Simple song or poem ,ballad,1
Strongly want ,desire,3
Foreign lodger doing housework,au pair,1
Person who steals things ,thief,1
Raised platform ,dais,1
Scottish island,skye,1
Plunge ,dive,1
Connection ,link,1
Stifle ,suffocate,16
Supplication ,request,11
Resign ,quit,1
"Chest bones, may be floating ",ribs,1
Parade ,march,3
