CLUE,ANS,POS
Lose strength,weaken,1
Monstrous creature ,behemoth,2
Young hares ,leverets,1
Baby's plaything,rattle,1
Foreign (from outer space?),alien,6
Roman goddess of the hunt ,diana,1
Garden dwarf ,gnome,1
"Bold, audacious ",daring,2
Channel port ,dover,3
Tidy ,neat,2
Resembling soil,earthy,2
Politically-inspired murder ,assassination,2
"Abnormal, aberrant ",atypical,2
Altered ,adapted,4
Entrap ,snare,2
Pondered ,mused,4
Done in an obvious way ,overt,12
"Southern German state, famous for its beer ",bavaria,1
Layperson ,amateur,3
Comfy seat ,armchair,1
New York City borough,brooklyn,1
