CLUE,ANS,POS,FOUND IN
Food grain ,cereal,2,Cereals
Means of help in project ,resource,7,Resource allocation
(Of show) performed by a single person ,one-man,14,One-man band (if applicable)
Cavity in head ,sinus,1,Sinusitis
"'-' Marciano, US boxer ",rocky,1,Rocky Marciano
Adhesive ,glue,3,Glue-like
Exhales sadly ,sighs,2,Sighs deeply
Any plane figure with straight sides ,polygon,15,Irregular polygon
Froth ,suds,17,Soapy suds
Exhausted,tired,4,Tired out
White coating caused by damp ,mildew,2,Mildew formation
a tasty sweet - in France ,bonbon,1,Bonbons gourmands (delicious sweets)
Regular traveller to work ,commuter,1,Daily commuter
"-- Radcliffe, English long-distance runner ",paula,1,"She set the world record for both the women’s half marathon in 2003 and the women's marathon at the London Marathon in 2005, a time of 2 hours, 15 minutes, and 25 seconds which stood as a record until it was broken by Paula Radcliffe herself."
