CLUE,ANS,POS
Professional misconduct,malpractice,4
Stuck-up ,snobbish,3
Ancient two-handled jar ,amphora,20
Singer ,soprano,1
One wearing clothing typical of the opposite sex ,cross-dresser,8
Area of land feeding one river ,drainage basin,13
Appraise ,assess,2
Bring about; on time ,prompt,1
Dessert ,pudding,5
Group of things that belong together ,set,1
Anticipate ,foresee,1
Idle wanderer ,vagabond,1
(Political) murder ,assassination,1
Small leaflet ,pamphlet,4
Belgian city,antwerp,1
Sports or entertainment venue ,arena,2
