CLUE,ANS,POS,FOUND IN
Sift ,sieve,3,Strainer or sieve
Hatred ,enmity,20,Enmity (a state of being actively opposed to someone or something)
Hyperbole,exaggeration,9,Incredibly enormous (used as an exaggeration)
The Planets composer ,holst,1,Gustav Holst
The Three Wise Men ,magi,1,"Magi (plural form for wise men, referring to the Biblical figures who visited Jesus)"
A bicycle made for two ,tandem,1,Tandem bike
Hide menacingly ,lurk,1,Lurking
Flat piece of ceramic,tile,1,Terracotta tile
Art of designing and making clocks ,horology,5,"Horology Engineer: An engineer with expertise in the field of horology, focusing on designing and creating innovative clocks and timepieces."
Part of shirt ,collar,2,Collar design
Crystalline carbohydrate ,sugar,6,Honeydew (contains sugars like fructose and glucose)
Sphere ,orbit,16,Orbital body or satellite
Sikh headgear ,turban,1,"Turban (Pag, Taksar, Dastaar): A traditional cloth wrapped turban worn by devout Sikhs as a part of their religious observance and identity"
Wind down ,relax,1,Relaxation
