CLUE,ANS,POS,FOUND IN
Grasslike marsh plant ,sedge,10,Carex (sedge)
Cheap fruit? ,peach,8,Low-cost peaches
Group working together ,team,3,Teamwork
Slangy adjective for harking back to the past ,retro,1,Retrograde
Leaf of a conifer ,needle,1,Needleleaf
Unyielding,rigid,16,Rigidity
Royal seat ,throne,1,Throne room
White ant ,termite,3,Termites
Let fall ,drop,4,Drop unexpectedly
George or George W. ,bush,2,Bush era
"Ad ..., for one particular situation only ",hoc,17,Ad hoc (Latin)
Honest and open ,candid,20,Candid expression
Spout for discharging fluid ,nozzle,6,Ejector nozzle
Works for small orchestra ,chamber music,9,Chamber music group
Overdue,late,1,Late arrival
Domestic animal ,cat,9,Domesticated beast
Swindle ,con,11,Hustling (in a negative context)
Entice ,tempt,6,Tempting
