CLUE,ANS,POS
Shut,closed,1
Conduct trade ,transact,9
Hoodlum,gangster,3
Not far away ,nearby,1
Game bird ,grouse,5
Citrus fruit ,lemon,2
Properties that have money value ,assets,1
Old Testament prophet ,isaiah,1
Next to ,alongside,7
Imminent in a menacing way ,looming,1
"Safe, free from danger ",secure,1
Fruit; reddish-purple ,plum,3
Jumping rod with a spring,pogo stick,12
Shook,trembled,2
Looker-on ,spectator,1
Forced out of office ,ousted,8
Seventh sign of the Zodiac,libra,2
Thong ,g-string,7
Feeling penitent or guilty ,contrite,4
Brief and to the point ,concise,1
Type of flower ,lily,7
West African river ,gambia,3
Tropical tree or hand part ,palm,1
Commerce ,trade,1
Craft or container ,vessel,1
