CLUE,ANS,POS
Israeli city ,tel aviv,1
Expressing sorrow for one's sins,penitent,3
Weapons store ,arsenal,1
Smouldering piece left over from a fire,ember,6
"Pattern of sounds, the beat ",rhythm,1
Show (a film) ,screen,2
Expel from a country ,deport,1
Those with severed limbs,amputees,1
High-kicking French dance ,cancan,1
"Inactive, motionless ",static,15
Alter ,change,1
Land surrounded entirely by water,isle,5
"Support, maintain ",uphold,3
Niggardly ,stingy,1
Device for opening or closing a circuit,switch,1
Summer trousers ,shorts,1
Large airship ,zeppelin,2
Legally responsible ,liable,2
Fly larva ,maggot,1
North African city ,tunis,2
Haitian city,port-au-prince,2
Desert illusion ,mirage,1
Mechanical man,android,3
