CLUE,ANS,POS,FOUND IN
Confess and permit entrance ,admit,1,Admit guilt
Sudden attack ,assault,1,Unexpected assault
Seaweed ,kelp,2,Kelp forest
Annoy - syringe ,needle,2,Needle-based
"Saccharin, for example",sweetener,1,Artificial sweetener
Ornamental candle holder ,sconce,5,Sconce base
Yearn ,ache,11,Ache with need
From one side to another,across,11,Across the divide
"Prefix meaning life, of living things ",bio,1,Bio-
Compartment for baking ,oven,1,Ovenproof container
Self-evident truth ,axiom,19,Self-evident axiom
One hooked on something ,addict,1,Addicted
Fin on the back of a fish ,dorsal,4,Dorsal fin
Great fear,terror,13,Shrieking in terror
Suntanning ,bronzing,6,Skin bronzing
