CLUE,ANS,POS
Ignorant (of) ,unaware,1
Large wall painting,mural,1
Lend an ear ,listen,1
Male singing voice ,baritone,1
Greek island ,rhodes,5
Humorist ,comedian,1
Dress ,clothe,1
Light brown sugar ,demerara,5
Corresponding in size ,proportionate,12
Remove rind ,peel,1
Scottish landowner ,laird,1
Curved under-parts of the feet ,arches,1
"Brain operation, once used to treat mental illness",lobotomy,1
Option,choice,1
Rear; support ,back,1
Aimlessly floating ,adrift,2
Sleepwalker ,somnambulist,1
Keeps in check ,restrains,10
