CLUE,ANS,POS,FOUND IN
Storyline or piece of land ,plot,3,Plot foundation
Representative samples ,examples,12,Microcosm examples
Formerly British Honduras ,belize,4,Independence (Belize's independence from the UK in 1981)
A bicycle made for two ,tandem,1,Tandem bike
Flat piece of ceramic,tile,2,Tile (ceramic tile)
Dug up ,disinterred,7,Disinterred (commonly used for graves)
Crystalline carbohydrate ,sugar,1,"The correct term you might be referring to is ""Crystalline Carbohydrates,"" which can refer to sugars that have a crystalline structure, such as sucrose (table sugar), glucose, fructose, and others when they are in their solid form before being dissolved or melted"
Sphere ,orbit,15,Orbiting object
Sikh headgear ,turban,2,Turban (Dastaar)
Wind down ,relax,1,Relaxation
