CLUE,ANS,POS,FOUND IN
Reverie ,dream,1,Dreaming
Sway on the brink,teeter,6,Teetering dangerously
Be in accord,agree,1,Agreement
Salad plant,cress,10,Watercress
Flower pollen carrier ,stamen,9,Flower stamens
Taking to be the case ,assuming,1,Assuming as true or likely
Direction of the rising sun ,east,1,Eastern
Peas grow in one ,pod,1,Pods
Crown or headband as sign of sovereignty ,diadem,11,Royal diadem
The defendant ,accused,1,Accused individual
"Plant, avens ",geum,14,Common avens (Geum urbanum)
Little Bighorn general ,custer,1,George Armstrong Custer
Slyness ,stealth,6,Stealthy
Annoy or irritate ,irk,3,Irked
Seed-bearing spike ,ear,1,Cone-bearer
A facial twitch ,tic,1,"Muscle spasm: Involuntary contraction or twitching in a muscle can sometimes be noticed on the face, particularly around the eyelids or mouth area."
