CLUE,ANS,POS
"Discovering, finding out ",learning,1
Circus MC ,ringmaster,1
"Fuse, combine",coalesce,10
Up to (a time) ,until,1
Unoccupied or not in use,idle,5
Said (a word) wrongly ,mispronounced,1
"Acute viral disease, technical name variola",smallpox,1
European country,france,1
Judge of artistic works ,critic,1
Soundless ,silent,1
Cooker ,oven,1
"Part, share ",portion,11
Strong building material ,concrete,11
Association of sports teams ,league,5
Alone ,unaccompanied,5
Excessive utilisation,overuse,1
Friendly ,affable,2
Letters denoting holder of university doctorate ,phd,1
Venerate ,respect,5
Ugly and offensive sight ,eyesore,7
English county ,northamptonshire,18
Medical stitch ,suture,1
Influence someone deviously ,manipulate,1
Rude ,impolite,1
Creator of dance routines ,choreographer,1
Went in ,entered,1
Producing much ,prolific,2
Nuclear weapon,atomic bomb,1
Wrong ,incorrect,2
Military operation to seal off (town) ,siege,3
Woodwind instrument,oboe,4
