CLUE,ANS,POS
Someone not aristocratic or royal ,commoner,3
Dignity and assurance of manner ,poise,9
Supporter in a conflict,ally,1
Sickness of the stomach ,nausea,13
"Parts, pieces, portions ",segments,5
Unrefined ,crude,1
Suffering of body or mind ,pain,1
Dishonest man ,rogue,4
Seeker of alms ,beggar,1
"View, judgement ",opinion,5
U2 guitarist,edge,4
French soft cheese ,brie,1
Reason for doing something ,motive,1
"Savoury appetiser, often accompanied by Champagne",canape,8
Legal representative ,lawyer,5
