CLUE,ANS,POS,FOUND IN
"Apply, employ ",use,4,Use as intended
Car (US) ,auto,1,Automobile
Fasteners with threaded shanks ,screws,1,Machine screws
Applaud ,cheer,6,Cheering crowd
Two-hump camel ,bactrian,3,Bactrian camel
Tail vertebrae ,coccyx,2,The tailbone (or coccyx) consists of 3-5 fused vertebrae located at the very bottom of the spine.
Offend(ed),hurt,16,Hurtful
Flee ,escape,12,Escape swiftly
Winter sport ,skiing,4,Cross-country skiing
Pull hard ,yank,9,Yank vigorously
Accessible to all ,public,3,Publicly accessible
Game in which the answer is acted out ,charade,16,Cryptic charades
