CLUE,ANS,POS,FOUND IN
Brave guy ,hero,1,Heroic
"Orson, film director ",welles,2,Wellesian
Scale for shoe fasteners ,laces,18,"Aglets (plastic or metal tips on the ends of shoelaces to prevent fraying, also aid in fastening)"
Immature form of insect ,larva,1,Larvae
Feral ,wild,1,Wildcat
Early satellite ,sputnik,3,Sputnik-1 (Launched by USSR)
Police weapon ,taser,2,Taser   
Appealing to emotion rather than actuality ,sentimental,2,Sentimentalizing
Walk as if about to fall,stagger,1,Staggering
Seraph ,angel,1,Angelic
'. . . . . . speaks louder then words' ,action,1,Actions
Culinary herb ,coriander,11,Cilantro (also known as coriander)
