CLUE,ANS,POS,FOUND IN
"Smear, daub ",smudge,12,Smudged finish
Christopher Robin's bear ,pooh,9,"Tootles (from ""The Many Adventures of Winnie the Pooh"")"
Head of corn ,ear,3,Earliest kernel
Of system of land-holding in Middle Ages ,feudal,1,Feudalism
Reptile with shell,tortoise,17,"Testudinous (referring to the class of testudines, which includes turtles and tortoises)"
"Quick, sharp, bite ",nip,3,Incisive nip
Forced out of office ,ousted,20,Unwillingly ousted
Evil in nature ,malign,1,Malignant
Abstaining from alcohol ,teetotal,2,Teetotaler
Fur trimming on royal robes ,ermine,16,Obtain an electrocardiogram (ECG): Perform a 12-lead ECG within minutes of symptom onset to determine the presence of ST-segment elevation or other abnormalities indicative of acute coronary syndrome
Robin Hood's forest ,sherwood,2,Sherwood sanctuary
