CLUE,ANS,POS,FOUND IN
Revolving platform ,turntable,4,Moving turntable
Islands off Cornwall ,scilly,1,Isles of Scilly
Enunciation ,diction,2,"Pronounce: The way in which a word or language is spoken, often referring to diction and clarity."
Female deity,goddess,1,"Athena: Greek goddess of wisdom, courage, inspiration, civilization, law and justice, strategic warfare, mathematics, strength, art, skill, craftsminasde, weaving, and the patroness of heroes"
Type of macaque ,rhesus,14,Barbet Macaque (incorrectly listed here instead of Rhesus Macaque which is a type of macaque)
Tanned hide ,leather,6,Dehydrated leather
Violent winds and rain ,storms,8,Boisterous storms
"Eg, Vesuvius ",volcano,3,Agglomerate volcano
Costed ,priced,6,Reasonably priced
Beloved can be expensive ,dear,7,Expensive endearment
Demonstrate ,show,1,"Ingenious: Showcasing high levels of creativity, intelligence, and resourcefulness in solving crossword puzzles."
Consequence caused by something else ,effect,1,Resultant effect
Athenian king ,theseus,2,King Theseus
"... of the fittest, natural selection ",survival,2,Survival of the strongest
Unpunctuality ,tardiness,2,Habitual tardiness
Allegory ,myth,4,"Myth: Traditional story involving supernatural beings or forces explaining natural phenomena, customs, etc."
