CLUE,ANS,POS,FOUND IN
Noctambulist ,sleepwalker,1,"Sleepwalker - An individual who walks or performs complex tasks while asleep, often without any memory of the event upon waking."
Cloak-and-dagger ,secret,1,Secretive
Man-made jet of water ,fountain,5,Fountain cascade
Organization of people or resources that can be shared ,pool,12,Communal resources pool
Season ,spring,1,"A period of the year: Spring, Summer, Autumn, Winter"
Go away ,depart,1,Depart quickly
Fortress,castle,1,"Castle: A large fortified building or group of buildings, typically situated on a high ground, historically used as a stronghold for defense and residence by nobility."
Extreme fear ,terror,8,Paralyzed by terror
Defame falsely,libel,1,Libelous statement
Water round a castle,moat,1,Circular moat
Weep ,cry,17,Uncontrollably crying
Busy insects ,ants,2,Workhorse ants
Bird (of peace?) ,dove,17,"Gentle dove, emblem of peace"
Unhappy ,sad,3,Saddened
Obstinate quadruped,mule,1,Stubborn mammalian creature with four legs: Mule
