CLUE,ANS,POS,FOUND IN
HGV ,lorry,3,Lorry (UK)
Defeat ,conquer,8,Conquer territory
Kidnap ,abduct,2,Abduction
Second Greek letter ,beta,1,"Beta (Β, β)"
Prove to be incorrect,refute,18,Refuted argument
Tongue organ ,taste bud,8,Taste buds location
'. . . . . goeth before a fall' ,pride,1,Pride comes
Stay on as if reluctant to leave ,linger,1,Lingered
Sudden extreme anxiety ,panic,1,Panic attack
Unpaid player ,amateur,3,"Amateur (in amateur competitions, often unpaid)"
Survey of how people have just voted ,exit poll,10,Exit polls insights
Worm - food,grub,13,Grubs
