CLUE,ANS,POS
"Listening device, insect or electronic fault ",bug,9
Firm ,solid,1
"Keepsake, souvenir ",memento,1
Flower ,bloom,2
Many-coloured gem ,opal,1
Arm joint,elbow,1
Thick liquid for skin ,lotion,9
Disease inflaming the big toe ,gout,1
Grind (teeth),gnash,8
Monetary unit ,dollar,1
Hole (for shoelace) ,eyelet,2
Ladies' hosiery,tights,1
Former ruler of Iran,shah,1
Fight ,battle,1
Strain ,tension,1
Not sacred ,secular,4
Chain of rocks underwater ,reef,1
Coral island ,atoll,1
Pilgrim Fathers' ship ,mayflower,1
