CLUE,ANS,POS
"Large, mainly Mongolian, desert",gobi,1
Adorn ,bedeck,6
A cold meal ,salad,1
Banish(ment),exile,2
Play music in the street ,busk,1
Typo ,misprint,8
"Equipment, clothing ",kit,7
Fight ,struggle,14
"Back, sanction ",endorse,2
Get down low ,crouch,1
Magician ,wizard,1
Authentic ,real,3
Fan out in ornamental water jet ,fountain,4
Leave ,depart,1
Make stronger and hardier ,toughen,1
"Native to, eg, Cardiff ",welsh,1
Light red colour ,cerise,7
Conforming to Islamic (dietary) laws,halal,1
Magic word ,abracadabra,1
Arab vessel with lateen sail ,dhow,1
Scented ointment for the scalp,pomade,9
"Fast river flows, white waters ",rapids,1
Of middling quality ,mediocre,1
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1
Pursue quarry ,hunt,1
Whole and complete ,entire,1
Hibernian ,irish,1
"Tear, rend ",rip,1
Permit,allow,1
Smelly animal ,polecat,9
"Fidel . . . . . ., Cuban chief ",castro,2
