CLUE,ANS,POS
"'Despite, still (4,2)' ",even so,7
Slayer of the Minotaur ,theseus,1
Fragile ,delicate,1
"Handle, oversee ",manage,2
Stylish ,chic,1
"Harmful, unfavourable ",adverse,5
Fruit (that can be split?) ,banana,1
Appealingly fanciful ,whimsical,1
Branch of mathematics ,geometry,4
Capable of stretching ,tensile,8
Passage between seats ,aisle,1
Mother-of-pearl ,nacre,1
Sound of a plane flying faster than the speed of sound ,sonic boom,1
Setting for a scene ,backdrop,1
Bring in from abroad ,import,1
Off-white ,cream,2
Country house ,villa,3
Pyramids location ,giza,1
Short period of relief ,respite,4
Self-assured and positive ,assertive,5
Standards on which to base judgment ,criteria,1
