CLUE,ANS,POS
Violent and needless disturbance ,havoc,3
Shrewd ,canny,9
Difficult and tiring,arduous,1
Young hens,pullets,2
Total lack of movement,stasis,10
City thoroughfare ,street,3
Godparent ,sponsor,1
Cherubic,angelic,3
Get on - governing body ,board,5
State of equilibrium ,balance,1
Horrific experience ,ordeal,6
Stockings ,nylons,14
Beyond normal limits ,excessive,5
Instructions for cooking ,recipe,1
One of the Twelve Apostles ,thomas,8
It's said to be the best medicine ,laughter,3
Arthurian character ,lady of the lake,13
Fomenter of unrest ,agitator,1
Asian republic ,laos,5
Person of great strength -- moon of Saturn ,titan,1
