CLUE,ANS,POS
"Exposed, revealed ",uncovered,9
Unit of power ,watt,1
Pet rodent ,gerbil,5
Record of events year by year,annals,1
Curiously ,oddly,8
Shack ,hovel,12
Flying horse of myth ,pegasus,1
State in eastern Germany ,saxony,6
"Tiny organisms, can be good or bad ",bacteria,1
Beam over a doorway,lintel,1
Usher in ,introduce,2
Hindu sage or saint ,rishi,1
Not fully developed ,immature,3
Seaside resort in Denbighshire ,rhyl,2
Incompetent or awkward ,inept,14
Gain knowledge ,learn,2
Frightened ,scared,1
"Refuse, litter ",rubbish,4
White coloured,chalky,2
