CLUE,ANS,POS
Ideal ,optimal,3
Cover for a gramophone record ,sleeve,1
Style popular in the 1920s and '30s ,art deco,2
Disastrous ,catastrophic,1
Ovum ,egg,1
First Greek letter ,alpha,1
Channel north of Isle of Wight ,solent,1
Five-cent coin (US) ,nickel,4
Delicate ornamental metalwork,filigree,1
Of the brain ,cerebral,4
Actor with non-speaking role ,extra,1
Tempting ,enticing,7
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Animal with a sting in its tail ,scorpion,2
Dispensary ,pharmacy,3
Very strong wind ,gale,1
Clarified butter used in Indian cooking ,ghee,1
Boy ,lad,17
Gem weight unit,carat,6
