CLUE,ANS,POS
Grassy plains of Argentine ,pampas,1
Jeeves' employer ,wooster,1
Deep gorge or ravine ,canyon,1
Swell ,balloon,2
Noise of an explosion ,bang,2
Cheroot ,cigar,1
Tested or scrutinised ,examined,1
The islands of eastern Oceania ,polynesia,1
Wintry missile ,snowball,1
"People, especially if posh ",gentry,8
Pampas cowboy ,gaucho,1
Way in ,entrance,19
Agile ,nimble,1
Weak ,feeble,1
Bony outgrowths on the heads of some animals ,horns,1
Short trousers ,breeches,2
Altruistic,selfless,5
Make more concentrated ,condense,8
Depart; permission ,leave,2
A fight or contest ,combat,2
Earnest request ,plea,2
"Desire or liking, for power or food ",appetite,1
Story ,narrative,1
"Songwriting partnership, Rodgers and -- ",hart,2
Fearful expectation ,dread,7
