CLUE,ANS,POS
Summit ,apex,1
Belgian city,liege,6
Having no predetermined limit ,open-ended,7
"Superior, of the highest quality ",excellent,1
"Instructions, commands",orders,2
Relieving pain,analgesic,1
Group of nerve cells from which fibres radiate ,ganglion,6
Branch of maths ,geometry,3
Simple ,easy,13
Type of music,jazz,3
Brother or sister ,sibling,1
Wetness ,moisture,2
"Alone, apart, detached ",isolated,1
Fleet of armed ships ,armada,1
Canvas pavilion,marquee,6
"Intimidating, discouraging ",daunting,19
Individual fact or feature ,detail,3
Queasiness ,nausea,1
Spanish gypsy dance ,flamenco,1
Wreckage on sea ,flotsam,3
Striking display ,spectacle,1
