CLUE,ANS,POS
Conspire - small piece of land,plot,9
Make as one ,unify,4
One sharing home or business,partner,1
Jamaica pepper ,allspice,2
Lapse against moral law ,sin,1
Cried out,yelled,3
Former name of Ho Chi Minh City ,saigon,1
Vividly described ,graphic,2
Turn of phrase,idiom,11
"Beethoven or Mozart, say ",composer,1
Not covered ,bare,1
One-humped camel ,dromedary,1
An informal friend ,pal,3
Two-masted sailing vessel ,ketch,4
Policy of remaining apart ,isolationism,1
"Clear, sane ",lucid,1
(Greek) serf ,helot,1
Part of an act ,scene,1
Shorten ,abridge,3
