CLUE,ANS,POS
Pungent red salad root ,radish,1
Single piece of sand etc,grain,1
French cathedral city ,chartres,3
Contort ,twist,1
Use of one's own ability without dependence on others ,self-help,8
Leg plus rib of a mouse-like desert rodent ,gerbil,1
Excessively instructive ,didactic,10
Well-known or famous person ,celebrity,1
Yellow fruit ,banana,1
Root vegetable ,parsnip,3
Large sailing ship ,galleon,1
Hangman's loop ,noose,1
Of the moon ,lunar,1
Rotary energy converter,turbine,1
Continuous,unbroken,1
Wanderer ,nomad,1
Enfold ,wrap,2
Smooth little stone ,pebble,1
Older or higher in standing ,senior,1
Very bright red ,scarlet,1
Raw ,uncooked,2
Thwarted ,frustrated,8
