CLUE,ANS,POS
"Put to death or carry out, say plan ",execute,1
Small peach-like fruit ,apricot,1
Severe flood ,deluge,2
Secret plot; clique ,cabal,19
Blind guess,shot in the dark,20
Solvers of practical problems using scientific knowledge ,engineers,3
Do away with ,abolish,1
Greek epic wanderings of Ulysses ,odyssey,1
Rare ,uncommon,17
Tear into scraps ,shred,1
Empty talk ,hot air,12
Flat raised land ,plateau,6
Burial chamber ,tomb,10
Riding trousers ,breeches,2
Standard ,norm,5
Inn ,hotel,1
Recovery of youth,rejuvenation,1
Folded and filled tortilla ,taco,2
Moon feature ,crater,1
Rebirth in a new body ,reincarnation,2
Bring back into good condition ,rehabilitate,3
