CLUE,ANS,POS
"Call upon in prayer, as for assistance ",invoke,1
The weather in various locations ,climates,7
Motionless ,static,6
Musical speed ,tempo,1
Nickname for US snake with horny segments in its tail,rattler,15
Child of first eight weeks in womb ,embryo,2
Humble ,lowly,4
Aristocratic ,noble,2
Slow tempo ,adagio,1
A wide-mouthed water jug ,ewer,8
Sign of the lion ,leo,1
Lifted ,raised,1
Near the ground ,low,1
Crazy ,nuts,4
"Nurse, nun or relation ",sister,1
Army unit ,regiment,3
"Bottles with stoppers, for serving wine or water ",decanters,2
Shape produced by curve that crosses itself ,loop,7
Booted out of office ,ousted,4
Warm and cosy ,snug,15
Cock ,rooster,1
Human beings ,people,1
Happen to,befall,1
Everlasting ,eternal,1
Over and above ,extra,7
Hold sacred ,enshrine,9
Distance north or south of the equator ,latitude,1
Consume ,eat,1
Proto (anag.) ,troop,5
Megalithic monument ,cromlech,6
Game bird ,snipe,12
"Piece of crockery, maybe flying ",saucer,4
Principal actress ,leading lady,2
Primary blue colour in printing ,cyan,1
Thought ,idea,1
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,2
Reek ,stink,1
