CLUE,ANS,POS
Conveyance for transport ,vehicle,1
Away ,absent,1
Single cash payment ,lump sum,1
Country dweller,villager,5
Point directly overhead ,zenith,1
Performance venue ,arena,3
Dirt on a liquid's surface ,scum,2
Young eel ,elver,1
University qualification,degree,1
Facilitate ,ease,8
Rejoice - observe - perform ,celebrate,1
Dry; tune ,air,24
Reflective surface,mirror,1
Brush gently - coup,stroke,1
"Glass triangle, separates light into colours ",prism,1
Bluish shade of green ,teal,1
Native of Grecian capital ,athenian,1
Sheltered terrace attached to a house ,veranda,2
Heartfelt,sincere,1
Booth; prevaricate ,stall,1
