CLUE,ANS,POS
An old servant or slavish person ,lackey,4
Someone not aristocratic or royal ,commoner,1
Dignity and assurance of manner ,poise,4
Sickness of the stomach ,nausea,1
"Parts, pieces, portions ",segments,1
Unrefined ,crude,1
Dishonest man ,rogue,7
Seeker of alms ,beggar,1
"View, judgement ",opinion,8
U2 guitarist,edge,1
French soft cheese ,brie,2
Small piece ,bit,4
Imposing ,stately,9
Type of flat bread that's split to hold a filling ,pitta,7
Strong ,potent,16
Legal representative ,lawyer,4
Therefore ,hence,2
Painter and wallpaperer ,decorator,2
Teasing unpleasantly ,taunting,3
Small mouthful of food ,morsel,1
Shelter on sports ground ,dugout,1
"American state, capital Des Moines ",iowa,1
Aromatic herb ,tarragon,10
Warn thief stealing slim biscuit - very slim ,wafer-thin,15
Lubricant ,oil,1
Group of bushes ,thicket,1
Land covered with trees,forest,1
Unit of power ,watt,1
Military land force ,army,1
Beam over door or window ,lintel,1
Inexpensive accommodation as for back-packers ,hostel,1
Not temporary ,permanent,1
"Destiny, kismet ",fate,1
Test ,quiz,3
