CLUE,ANS,POS
Soldier on guard ,sentry,1
Christian sacrament requiring pouring of water ,baptism,1
River at Maidstone ,medway,3
Dabbler in the arts,dilettante,4
Definite,certain,2
Decayed areas in teeth ,caries,4
Receptacle for household rubbish,dustbin,3
Small red fruit ,cherry,3
Hating foreigners,xenophobic,1
Place to which one is travelling ,destination,14
"Concept, belief ",notion,2
Friction or division in church organisation ,schism,1
One not eating or using animal products ,vegan,1
Small city in Cambridgeshire ,ely,2
Largest Roman hippodrome ,circus maximus,1
"Circular band of flowers and leaves, often seen on graves ",wreath,2
Member of travelling people,nomad,7
