CLUE,ANS,POS,FOUND IN
Ben Hur's car ,chariot,1,Charioteer
Comparatively good ,better,16,Better than average
From the time that ,since,1,Undernourished since birth
Ugly sight ,eyesore,11,Eyesores in the vicinity
Book of the Bible (wrongly) attributed to Solomon ,song of songs,3,"Song of Songs (often called the ""Song of Solomon"" and debated in terms of authorship)"
Ethylene glycol ,antifreeze,2,Antifreeze component
Priest's assistant,server,5,Altar server
Zodiacal bull ,taurus,1,Taurus sign
House of concubines ,harem,3,Harem-style residence
Scientist; type of shop ,chemist,11,Physics or Chemistry Lab Retail Shop
Danger ,hazard,2,Hazardous
Dorset seaside resort ,swanage,2,Swanage Bay
