CLUE,ANS,POS,FOUND IN
This doctor deals in political publicity ,spin,1,Spin Doctor
Pig's foot ,trotter,5,Boar's trotter (specific type of pig’s foot)
Rider's seat ,saddle,3,Saddle placement
Wooden pin ,peg,7,Birch peg
Shout ,yell,1,Yell out loudly
Habituate ,inure,7,Inured through exposure
Traverse ,cross,1,Cross over
Social insect ,ant,1,Ant colony
Simple way to secure two rope ends,reef knot,16,Reef knot for joining ends
"Bag, pouch; cyst ",sac,3,Bursae (in plural form referring to fluid-filled sacs resembling bags or pouches in the body)
Adhere ,stick,9,Sticking by principles
Fieldmouse,vole,7,"Meadow vole (not a true mouse, but related)"
