CLUE,ANS,POS
Analysed ,examined,3
Mass of bubbles ,froth,3
Rubbish ,garbage,4
Small road,lane,2
Of dubious legality ,shady,9
Outside ,external,3
Lower extension of collar on jacket or coat ,lapel,1
Imperial capacity measure,pint,10
Chinese martial art ,kung fu,1
Prevaricating ,evasive,11
Constituent of brass ,zinc,1
The peninsula containing Spain and Portugal ,iberia,1
Bushy-tailed rodent ,squirrel,5
Careful use (of a resource) ,conservation,1
Doctor's temporary replacement ,locum,1
State of wealth and prosperity ,opulence,1
Prepare (material) for publishing ,edit,1
A cutter and engraver of gems ,lapidary,2
Deep cut ,gash,1
Former capital of the German Federal Republic,bonn,1
Preserve made with citrus fruits ,marmalade,1
Fastener ,stud,11
Regard as likely to happen ,expect,1
