CLUE,ANS,POS,FOUND IN
"Amount, aggregate ",sum,1,Sum total
Mischievous fairy ,pixie,7,Rogue pixie
Least powerful ,weakest,1,Weakest link
A bonus ,plus,3,Surplus
Civilian soldiery ,militia,15,Militia members with civilian status
Intoxicating drink ,alcohol,1,Alcoholic beverage
Grill for outdoor cooking ,barbecue,9,Garden barbecue
One from Salonika ,greek,3,"Hellenic (relating to Greek culture, which thrived in Salonika region historically)"
Prison accommodation,cell,4,Jail cell
Of the stars,astral,8,Astral formations
