CLUE,ANS,POS,FOUND IN
Baltic state ,estonia,3,Estonian
"Harmony, concurrence",accord,2,Accordance
Source of illumination ,light,1,Lighting fixture
Cos lettuce ,romaine,2,Romaine lettuce
Paperback ,book,2,Novelty book
"Glaswegians, Aberdonians etc ",scots,10,Scots of Western origins
Chinese dynasty -- Flash Gordon's foe ,ming,6,Ming dynasty's enemies
Tension ,stress,1,Stressed
Computer program loading method ,bootstrap,1,Bootstrapping
Raised platform ,dais,12,Raised dais
Brow,forehead,7,Wrinkled forehead
Legal proceeding brought by one party against another,action,2,Civil action
Corpse ,body,10,"Hollowed-out (metapranomymic, referring to a body cavity after death)"
Counterfeit ,fake,14,Fake original
Audacious robbery,heist,1,Daring heist
Sideways somersault,cartwheel,12,Backward cartwheeling
Famous novel by F Scott Fitzgerald 'The Great . . . . . .' ,gatsby,1,The Great Gatsby
Occuring twice a year ,biannual,4,Biannual occurrence
Texas mission besieged and captured by Mexican forces in 1836 ,alamo,1,Alamo defenders
Express gratitude to ,thank,1,Thank you so much
Front section of a plane,cockpit,5,Cockpit area
Prepare for publication ,edit,1,Editable
Highest point (of orbit) ,apogee,13,Orbital apogee
Amaze ,astound,1,Astounding
Concealed like bride's face? ,veiled,2,Secretively veiled
Spice ,cumin,18,Cumin (a spice that adds warmth to both sweet and savory recipes)
Half-melted snow ,slush,1,Slushy
