CLUE,ANS,POS,FOUND IN
The weather in various locations ,climates,20,Microclimates in various regions
Motionless ,static,11,"Static position (in relation to the given clue, not directly related but could be used metaphorically or in specific contexts)"
Musical speed ,tempo,1,Rapid tempo
Near the ground ,low,3,Low altitude
"Nurse, nun or relation ",sister,13,Custodial kin (brother or sister who provides care)
Army unit ,regiment,1,Infantry Regiment
Shape produced by curve that crosses itself ,loop,4,Looped curve
Booted out of office ,ousted,9,Ousted from position
Over and above ,extra,7,Extraordinarily well
(Of days) in the long distant past! ,olden,9,Days of yore (archaic phrase for olden times)
Distance north or south of the equator ,latitude,1,"Tundra region (associated with extremely cold, northern latitudes)"
Consume ,eat,2,Eating
"Piece of crockery, maybe flying ",saucer,1,Flying saucer-shaped dishware
Primary blue colour in printing ,cyan,25,Cyan as a foundational blue
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,1,Southwest monsoon
Reek ,stink,7,Stinky
