CLUE,ANS,POS
Party - hit,bash,3
"Clothing, apparel",attire,1
Agra tourist attraction ,taj mahal,1
Widespread killing ,massacre,1
"Make out, distinguish by eye ",discern,1
Arrow maker ,fletcher,2
They're smaller than towns ,villages,1
Lively Parisian dance ,cancan,2
Inuit abode,igloo,2
Brigham Young state ,utah,1
Home loan ,mortgage,1
Aviators ,pilots,2
Warning of danger ,alert,1
Hazel nut ,filbert,1
Pleasure seeker ,hedonist,1
Take small bites from ,nibble,2
Parliament's bell ,big ben,1
