CLUE,ANS,POS
Tight group of like things,cluster,2
Likeness; statue ,image,1
Entire and complete ,intact,3
Still ,unmoving,9
"Choke, strangle",throttle,4
Rich soil ,loam,4
Deadly ,lethal,6
Seventh sign of zodiac ,libra,8
Measuring sticks ,rulers,1
Close acquaintance ,friend,1
"Devilment, impishness ",mischief,1
Part of country surrounded by foreign territory,enclave,9
Leave out ,omit,2
"Enormous, gigantic ",colossal,1
Imprison ,incarcerate,3
Fully developed ,mature,1
Doubts; reconsideration ,second thoughts,13
Armed soldier (hist.) ,musketeer,4
Distraught ,grief-stricken,7
Pull out - quotation ,extract,1
