CLUE,ANS,POS
Tree yielding light wood,balsa,9
Proportion of one thing to another ,ratio,1
Intrepid,audacious,7
Large property ,estate,1
Affection,warmth,11
Hamlet's mother ,gertrude,1
Heavenly,celestial,1
Loose casual trousers,slacks,1
Gross mistake,blunder,1
Lacking in excitement ,mundane,5
Criminal deception,fraud,1
Local dignitary ,mayor,1
Not guilty ,innocent,1
Without anxiety or responsibilities ,carefree,2
Branch of knowledge dealing with material resources ,economics,1
Protective or concerned ,caring,14
Retail outlet,shop,2
Royal insignia ,regalia,12
Cold meal ,salad,2
Evident - tangible ,palpable,19
Former name for Sri Lanka ,ceylon,1
Nominate ,appoint,1
Early artilleryman ,cannoneer,2
