CLUE,ANS,POS
At a great distance ,afar,4
Protein (catalyst) ,enzyme,1
Homeric legendary island of King Odysseus ,ithaca,1
Of the immediate past ,recent,1
Alias ,pseudonym,2
Moving forward ,progressing,2
Take apart to examine and repair,overhaul,11
Deficient,lacking,1
Flat-topped height ,plateau,1
Enquire,ask,1
Medicine for constipation ,laxative,1
Small dark-purple plum ,damson,2
Heinous deed ,atrocity,1
Loft ,attic,1
"Wry, sarcastic",ironic,2
A bag for schoolbooks ,satchel,2
Bunches ,clusters,1
Too tolerant or generous ,indulgent,3
Exhibit ,showcase,1
Artificial fibre ,nylon,2
