CLUE,ANS,POS,FOUND IN
Din ,noise,2,Clattering (referring to noise made by objects striking each other)
Performed - with a high degree of skill ,accomplished,9,Accomplished (used for someone skilled at something)
Minor argument ,tiff,6,Tiff (informal)
Pluck strings ,strum,7,Strummer
Three-wheeler ,tricycle,2,Tricycle (a vehicle with three wheels)
Winter weather ,snow,2,Snowy
Pharmacist ,dispenser,5,Medicine dispenser
Hill ,tor,17,Promontory (a high point of land or rock projecting into a body of water or overland; can be used metaphorically for elevated features on dry land)
Primitive aquatic plant,alga,1,Algae
Disappointment ,let-down,12,Let-down feeling (specifically in social contexts)
Finger-shaped cake with cream filling ,eclair,18,"Eclair fingers (a less common, more artisanal pastry specifically crafted in the shape of fingers)"
Waste away,fade,10,Fade out
Metal beam,girder,10,Reinforced girder
