CLUE,ANS,POS
Leaves carved on a Corinthian column ,acanthus,2
Lively party ,shindig,7
Meal ,dinner,3
Pisa has a leaning one ,tower,1
Wood-wind instrument ,oboe,3
Early nineteenth century anti-machinery demonstrator ,luddite,1
"Incompetent, clumsy",inept,4
Cuts off,lops,3
Snowstorm ,blizzard,1
Something with independent existence ,entity,1
Inflammatory skin condition ,eczema,4
Part of a garment covering the arm ,sleeve,1
Expresses one's view ,opines,1
Baby wise old birds ,owlets,6
Horizontal beam over a doorway ,lintel,12
Annual ,yearly,1
